Timestamp,Date,StudentID,ClubID
13:00:26,22-12-08 ,6,1
13:01:52,22-12-08 ,2,2
13:04:01,22-12-08 ,4,2
13:17:19,22-12-08 ,3,2
15:45:29,22-12-08 ,5,3
15:36:09,22-12-08 ,2,3
